latitudes,longitudes,formatted_address,postal_code,json_responses,SHELTER_ADDRESS,SHELTER_CITY
43.69185359999999,-79.43990749999999,"616 Vaughan Rd, York, ON M6C 2R5, Canada",M6C 2R5,"{'results': [{'address_components': [{'long_name': '616', 'short_name': '616', 'types': ['street_number']}, {'long_name': 'Vaughan Road', 'short_name': 'Vaughan Rd', 'types': ['route']}, {'long_name': 'York', 'short_name': 'York', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M6C 2R5', 'short_name': 'M6C 2R5', 'types': ['postal_code']}], 'formatted_address': '616 Vaughan Rd, York, ON M6C 2R5, Canada', 'geometry': {'bounds': {'northeast': {'lat': 43.6919691, 'lng': -79.4397398}, 'southwest': {'lat': 43.6917213, 'lng': -79.44003239999999}}, 'location': {'lat': 43.69185359999999, 'lng': -79.43990749999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.6931941802915, 'lng': -79.4385371197085}, 'southwest': {'lat': 43.6904962197085, 'lng': -79.4412350802915}}}, 'place_id': 'ChIJU9jBMY4zK4gRWXQ97YV506o', 'types': ['premise']}], 'status': 'OK'}",616 Vaughan Road Toronto,Toronto
43.65098580000001,-79.3752993,"67 Adelaide St E, Toronto, ON M5C 1K6, Canada",M5C 1K6,"{'results': [{'address_components': [{'long_name': '67', 'short_name': '67', 'types': ['street_number']}, {'long_name': 'Adelaide Street East', 'short_name': 'Adelaide St E', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M5C 1K6', 'short_name': 'M5C 1K6', 'types': ['postal_code']}], 'formatted_address': '67 Adelaide St E, Toronto, ON M5C 1K6, Canada', 'geometry': {'location': {'lat': 43.65098580000001, 'lng': -79.3752993}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.65233478029151, 'lng': -79.37395031970848}, 'southwest': {'lat': 43.64963681970851, 'lng': -79.37664828029149}}}, 'place_id': 'ChIJn9zu0jPL1IkRq6XLV3zrNdY', 'plus_code': {'compound_code': 'MJ2F+9V Toronto, ON, Canada', 'global_code': '87M2MJ2F+9V'}, 'types': ['street_address']}], 'status': 'OK'}",67 Adelaide Street East,Toronto
43.6519385,-79.403679,"674 Dundas St W, Toronto, ON M5T 1H9, Canada",M5T 1H9,"{'results': [{'address_components': [{'long_name': '674', 'short_name': '674', 'types': ['street_number']}, {'long_name': 'Dundas Street West', 'short_name': 'Dundas St W', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M5T 1H9', 'short_name': 'M5T 1H9', 'types': ['postal_code']}], 'formatted_address': '674 Dundas St W, Toronto, ON M5T 1H9, Canada', 'geometry': {'bounds': {'northeast': {'lat': 43.65210889999999, 'lng': -79.403492}, 'southwest': {'lat': 43.65181949999999, 'lng': -79.40384519999999}}, 'location': {'lat': 43.6519385, 'lng': -79.403679}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.6533131802915, 'lng': -79.40231961970849}, 'southwest': {'lat': 43.6506152197085, 'lng': -79.4050175802915}}}, 'place_id': 'ChIJh_YxGug0K4gRIhpeM8flNzM', 'types': ['premise']}], 'status': 'OK'}",674 Dundas St. W,Toronto
43.6488364,-79.3982293,"7 Vanauley St, Toronto, ON M5V 2A8, Canada",M5V 2A8,"{'results': [{'address_components': [{'long_name': '7', 'short_name': '7', 'types': ['street_number']}, {'long_name': 'Vanauley Street', 'short_name': 'Vanauley St', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M5V 2A8', 'short_name': 'M5V 2A8', 'types': ['postal_code']}], 'formatted_address': '7 Vanauley St, Toronto, ON M5V 2A8, Canada', 'geometry': {'bounds': {'northeast': {'lat': 43.648981, 'lng': -79.39804699999999}, 'southwest': {'lat': 43.6487343, 'lng': -79.3984861}}, 'location': {'lat': 43.6488364, 'lng': -79.3982293}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.6502066302915, 'lng': -79.39691756970849}, 'southwest': {'lat': 43.64750866970851, 'lng': -79.3996155302915}}}, 'place_id': 'ChIJ5ynfjdw0K4gR2mnovhmec4k', 'types': ['premise']}], 'status': 'OK'}",7 Vanauley Street,Toronto
43.6600505,-79.37831159999999,"70 Gerrard St E, Toronto, ON M5B 1G6, Canada",M5B 1G6,"{'results': [{'address_components': [{'long_name': '70', 'short_name': '70', 'types': ['street_number']}, {'long_name': 'Gerrard Street East', 'short_name': 'Gerrard St E', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M5B 1G6', 'short_name': 'M5B 1G6', 'types': ['postal_code']}], 'formatted_address': '70 Gerrard St E, Toronto, ON M5B 1G6, Canada', 'geometry': {'location': {'lat': 43.6600505, 'lng': -79.37831159999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.66139948029149, 'lng': -79.37696261970848}, 'southwest': {'lat': 43.6587015197085, 'lng': -79.37966058029149}}}, 'place_id': 'ChIJh4H070rL1IkRkmkHk-N2cug', 'plus_code': {'compound_code': 'MJ6C+2M Toronto, ON, Canada', 'global_code': '87M2MJ6C+2M'}, 'types': ['street_address']}], 'status': 'OK'}",70 Gerrard St. E.,Toronto
43.7279261,-79.2676743,"702 Kennedy Rd, Scarborough, ON M1K 2B5, Canada",M1K 2B5,"{'results': [{'address_components': [{'long_name': '702', 'short_name': '702', 'types': ['street_number']}, {'long_name': 'Kennedy Road', 'short_name': 'Kennedy Rd', 'types': ['route']}, {'long_name': 'Scarborough', 'short_name': 'Scarborough', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M1K 2B5', 'short_name': 'M1K 2B5', 'types': ['postal_code']}], 'formatted_address': '702 Kennedy Rd, Scarborough, ON M1K 2B5, Canada', 'geometry': {'location': {'lat': 43.7279261, 'lng': -79.2676743}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.7292750802915, 'lng': -79.2663253197085}, 'southwest': {'lat': 43.7265771197085, 'lng': -79.2690232802915}}}, 'place_id': 'ChIJl4k9Bj7O1IkRdp-Ys84OylQ', 'plus_code': {'compound_code': 'PPHJ+5W Scarborough, Toronto, ON, Canada', 'global_code': '87M2PPHJ+5W'}, 'types': ['street_address']}], 'status': 'OK'}",702 Kennedy Rd,Toronto
43.7279261,-79.2676743,"702 Kennedy Rd, Scarborough, ON M1K 2B5, Canada",M1K 2B5,"{'results': [{'address_components': [{'long_name': '702', 'short_name': '702', 'types': ['street_number']}, {'long_name': 'Kennedy Road', 'short_name': 'Kennedy Rd', 'types': ['route']}, {'long_name': 'Scarborough', 'short_name': 'Scarborough', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M1K 2B5', 'short_name': 'M1K 2B5', 'types': ['postal_code']}], 'formatted_address': '702 Kennedy Rd, Scarborough, ON M1K 2B5, Canada', 'geometry': {'location': {'lat': 43.7279261, 'lng': -79.2676743}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.7292750802915, 'lng': -79.2663253197085}, 'southwest': {'lat': 43.7265771197085, 'lng': -79.2690232802915}}}, 'place_id': 'ChIJl4k9Bj7O1IkRdp-Ys84OylQ', 'plus_code': {'compound_code': 'PPHJ+5W Scarborough, Toronto, ON, Canada', 'global_code': '87M2PPHJ+5W'}, 'types': ['street_address']}], 'status': 'OK'}",702 Kennedy Road,Scarborough
43.6464893,-79.4063381,"723 Queen St W, Toronto, ON M6J 1E6, Canada",M6J 1E6,"{'results': [{'address_components': [{'long_name': '723', 'short_name': '723', 'types': ['street_number']}, {'long_name': 'Queen Street West', 'short_name': 'Queen St W', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M6J 1E6', 'short_name': 'M6J 1E6', 'types': ['postal_code']}], 'formatted_address': '723 Queen St W, Toronto, ON M6J 1E6, Canada', 'geometry': {'bounds': {'northeast': {'lat': 43.6466148, 'lng': -79.4061904}, 'southwest': {'lat': 43.646309, 'lng': -79.40647539999999}}, 'location': {'lat': 43.6464893, 'lng': -79.4063381}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.6478108802915, 'lng': -79.4049839197085}, 'southwest': {'lat': 43.6451129197085, 'lng': -79.4076818802915}}}, 'place_id': 'ChIJv2CSLeE0K4gRXPZvifUfaGE', 'types': ['premise']}], 'status': 'OK'}",723 Queen Street West,Toronto
43.7178161,-79.28287999999999,"747 Warden Ave, Scarborough, ON M1L 4A8, Canada",M1L 4A8,"{'results': [{'address_components': [{'long_name': '747', 'short_name': '747', 'types': ['street_number']}, {'long_name': 'Warden Avenue', 'short_name': 'Warden Ave', 'types': ['route']}, {'long_name': 'Scarborough', 'short_name': 'Scarborough', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M1L 4A8', 'short_name': 'M1L 4A8', 'types': ['postal_code']}], 'formatted_address': '747 Warden Ave, Scarborough, ON M1L 4A8, Canada', 'geometry': {'bounds': {'northeast': {'lat': 43.7180444, 'lng': -79.282513}, 'southwest': {'lat': 43.71763259999999, 'lng': -79.2832019}}, 'location': {'lat': 43.7178161, 'lng': -79.28287999999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.7191874802915, 'lng': -79.28150846970848}, 'southwest': {'lat': 43.7164895197085, 'lng': -79.2842064302915}}}, 'place_id': 'ChIJn6Zd4XDO1IkRrDy96dUijRw', 'types': ['premise']}], 'status': 'OK'}",747 Warden Ave,Toronto
43.6846797,-79.3898217,"80 Woodlawn Ave E, Toronto, ON M4T 1C1, Canada",M4T 1C1,"{'results': [{'address_components': [{'long_name': '80', 'short_name': '80', 'types': ['street_number']}, {'long_name': 'Woodlawn Avenue East', 'short_name': 'Woodlawn Ave E', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M4T 1C1', 'short_name': 'M4T 1C1', 'types': ['postal_code']}], 'formatted_address': '80 Woodlawn Ave E, Toronto, ON M4T 1C1, Canada', 'geometry': {'bounds': {'northeast': {'lat': 43.6848974, 'lng': -79.389443}, 'southwest': {'lat': 43.6845138, 'lng': -79.3902085}}, 'location': {'lat': 43.6846797, 'lng': -79.3898217}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.6860545802915, 'lng': -79.3884767697085}, 'southwest': {'lat': 43.6833566197085, 'lng': -79.39117473029151}}}, 'place_id': 'ChIJ78eE7lAzK4gRBmbVAkuOzm8', 'types': ['premise']}], 'status': 'OK'}",80 Woodlawn Ave. East,Toronto
43.640808,-79.4103664,"805a Wellington St W, Toronto, ON M5V 1G8, Canada",M5V 1G8,"{'results': [{'address_components': [{'long_name': '805a', 'short_name': '805a', 'types': ['street_number']}, {'long_name': 'Wellington Street West', 'short_name': 'Wellington St W', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M5V 1G8', 'short_name': 'M5V 1G8', 'types': ['postal_code']}], 'formatted_address': '805a Wellington St W, Toronto, ON M5V 1G8, Canada', 'geometry': {'location': {'lat': 43.640808, 'lng': -79.4103664}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.6421569802915, 'lng': -79.40901741970849}, 'southwest': {'lat': 43.6394590197085, 'lng': -79.4117153802915}}}, 'place_id': 'ChIJG9ulpB01K4gRBUMCeHvQKb0', 'plus_code': {'compound_code': 'JHRQ+8V Toronto, ON, Canada', 'global_code': '87M2JHRQ+8V'}, 'types': ['street_address']}], 'status': 'OK'}",805A Wellington Street W,Toronto
43.6522764,-79.3738782,"86 Lombard St, Toronto, ON M5C 1M3, Canada",M5C 1M3,"{'results': [{'address_components': [{'long_name': '86', 'short_name': '86', 'types': ['street_number']}, {'long_name': 'Lombard Street', 'short_name': 'Lombard St', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M5C 1M3', 'short_name': 'M5C 1M3', 'types': ['postal_code']}], 'formatted_address': '86 Lombard St, Toronto, ON M5C 1M3, Canada', 'geometry': {'bounds': {'northeast': {'lat': 43.65235759999999, 'lng': -79.3737898}, 'southwest': {'lat': 43.6521694, 'lng': -79.37407920000001}}, 'location': {'lat': 43.6522764, 'lng': -79.3738782}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.6536124802915, 'lng': -79.37258551970851}, 'southwest': {'lat': 43.6509145197085, 'lng': -79.37528348029151}}}, 'place_id': 'ChIJrcK8RDHL1IkRxHmX_MPRtCs', 'types': ['premise']}], 'status': 'OK'}",86 Lombard St.,Toronto
43.6592425,-79.37242959999999,"87 Pembroke St, Toronto, ON M5A 2N9, Canada",M5A 2N9,"{'results': [{'address_components': [{'long_name': '87', 'short_name': '87', 'types': ['street_number']}, {'long_name': 'Pembroke Street', 'short_name': 'Pembroke St', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M5A 2N9', 'short_name': 'M5A 2N9', 'types': ['postal_code']}], 'formatted_address': '87 Pembroke St, Toronto, ON M5A 2N9, Canada', 'geometry': {'location': {'lat': 43.6592425, 'lng': -79.37242959999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.66059148029151, 'lng': -79.37108061970848}, 'southwest': {'lat': 43.65789351970851, 'lng': -79.37377858029149}}}, 'place_id': 'ChIJjRDWsEnL1IkRv7j9pxf8OKE', 'plus_code': {'compound_code': 'MJ5H+M2 Toronto, ON, Canada', 'global_code': '87M2MJ5H+M2'}, 'types': ['street_address']}], 'status': 'OK'}",87 Pembroke St,Toronto
43.6600075,-79.3432223,"875 Queen St E, Toronto, ON M4M 1J2, Canada",M4M 1J2,"{'results': [{'address_components': [{'long_name': '875', 'short_name': '875', 'types': ['street_number']}, {'long_name': 'Queen Street East', 'short_name': 'Queen St E', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M4M 1J2', 'short_name': 'M4M 1J2', 'types': ['postal_code']}], 'formatted_address': '875 Queen St E, Toronto, ON M4M 1J2, Canada', 'geometry': {'bounds': {'northeast': {'lat': 43.6602901, 'lng': -79.34264019999999}, 'southwest': {'lat': 43.6598657, 'lng': -79.3434758}}, 'location': {'lat': 43.6600075, 'lng': -79.3432223}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.6614268802915, 'lng': -79.34170901970849}, 'southwest': {'lat': 43.6587289197085, 'lng': -79.3444069802915}}}, 'place_id': 'ChIJacCtZHHL1IkRuZflBzK0KKs', 'types': ['premise']}], 'status': 'OK'}",875 Queen St E,Toronto
43.6658642,-79.37921519999999,"95 Wellesley St E, Toronto, ON M4Y 2X9, Canada",M4Y 2X9,"{'results': [{'address_components': [{'long_name': '95', 'short_name': '95', 'types': ['street_number']}, {'long_name': 'Wellesley Street East', 'short_name': 'Wellesley St E', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M4Y 2X9', 'short_name': 'M4Y 2X9', 'types': ['postal_code']}], 'formatted_address': '95 Wellesley St E, Toronto, ON M4Y 2X9, Canada', 'geometry': {'location': {'lat': 43.6658642, 'lng': -79.37921519999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.6672131802915, 'lng': -79.3778662197085}, 'southwest': {'lat': 43.66451521970851, 'lng': -79.3805641802915}}}, 'place_id': 'ChIJ6cSUI03L1IkRoW3MNrYhxzE', 'plus_code': {'compound_code': 'MJ8C+88 Toronto, ON, Canada', 'global_code': '87M2MJ8C+88'}, 'types': ['street_address']}], 'status': 'OK'}",95 Wellesley St. E.,Toronto
43.66611169999999,-79.44601770000001,"973 Lansdowne Ave, Toronto, ON M6H 3Z5, Canada",M6H 3Z5,"{'results': [{'address_components': [{'long_name': '973', 'short_name': '973', 'types': ['street_number']}, {'long_name': 'Lansdowne Avenue', 'short_name': 'Lansdowne Ave', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}, {'long_name': 'M6H 3Z5', 'short_name': 'M6H 3Z5', 'types': ['postal_code']}], 'formatted_address': '973 Lansdowne Ave, Toronto, ON M6H 3Z5, Canada', 'geometry': {'bounds': {'northeast': {'lat': 43.6662588, 'lng': -79.44592349999999}, 'southwest': {'lat': 43.6659601, 'lng': -79.4461421}}, 'location': {'lat': 43.66611169999999, 'lng': -79.44601770000001}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.6674584302915, 'lng': -79.44468381970849}, 'southwest': {'lat': 43.6647604697085, 'lng': -79.44738178029151}}}, 'place_id': 'ChIJHTyf7mo0K4gRx46F5_PrMvY', 'types': ['premise']}], 'status': 'OK'}",973 Lansdowne Avenue,Toronto
,,,,"{'results': [{'address_components': [{'long_name': 'Sherbourne Street', 'short_name': 'Sherbourne St', 'types': ['route']}, {'long_name': 'Old Toronto', 'short_name': 'Old Toronto', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Toronto', 'short_name': 'Toronto', 'types': ['locality', 'political']}, {'long_name': 'Toronto Division', 'short_name': 'Toronto Division', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ontario', 'short_name': 'ON', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Canada', 'short_name': 'CA', 'types': ['country', 'political']}], 'formatted_address': 'Sherbourne St, Toronto, ON, Canada', 'geometry': {'bounds': {'northeast': {'lat': 43.6724481, 'lng': -79.3676753}, 'southwest': {'lat': 43.650175, 'lng': -79.3775294}}, 'location': {'lat': 43.661228, 'lng': -79.3722185}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 43.6724481, 'lng': -79.3676753}, 'southwest': {'lat': 43.650175, 'lng': -79.3775294}}}, 'place_id': 'ChIJX-BrIknL1IkRBLSPab6jI2A', 'types': ['route']}], 'status': 'OK'}",Sherbourne Street,Toronto
